"first_name","last_name","years"
"Tamiya","Simkin","1986"
"Angus","Verhoeff","1986"
"Moheb","Gurbaxani","1986"
"Evgueni","Itzigehl","1986"
"Remmert","Shrader","1986"
"Perry","Matzov","1986"
"Mooi","Thimonier","1986"
"Aluzio","Dulli","1986"
"Shietung","Bazzichi","1986"
"Harjit","Tibblin","1986"
"Aram","Fordan","1986"
"Kazuyasu","Ernst","1986"
"Xianlong","Fetvedt","1986"
"Sungwon","Szemeredi","1986"
"Kiam","Koshiba","1986"
"KayLiang","Benzmuller","1986"
"Dietrich","Chelton","1986"
"Xianlong","Bonifati","1986"
"Gopalakrishnan","Suermann","1986"
"Xuejia","Spataro","1986"
"Yechezkel","Zhiwei","1986"
"Premal","Murthy","1986"
"Hyuncheol","Honiden","1986"
"Arch","Leaver","1986"
"Piyawadee","Comte","1986"
"Toshiko","Kranzdorf","1986"
"Huican","Figueira","1986"
"Carrsten","Coors","1986"
"Changho","Cronin","1986"
"Tommaso","Kaminger","1986"
"Elzbieta","Pellegrinelli","1986"
"Barun","Yamaashi","1986"
"Khoa","Pillow","1986"
"Sajjad","Dahlbom","1986"
"Elrique","Schmiedel","1986"
"Xinyu","Hiroyama","1986"
"Francoise","Foong","1986"
"Maris","Brickell","1986"
"Vasilii","Akiyama","1986"
"Poorav","Asrin","1986"
"Aris","Merey","1986"
"Theirry","Nanard","1986"
"Ekawit","Portugali","1986"
"Navid","Roisin","1986"
"Jianhui","Antonisse","1986"
"Kokou","Staudhammer","1986"
"Jenwei","Erez","1986"
"Garnet","Deyuan","1986"
"Youssef","Lemarechal","1986"
"Weicheng","Gargeya","1986"
"Haldun","Shihab","1986"
"Navin","Erdi","1986"
"Maik","Guenter","1986"
"Hitofumi","Paciorek","1986"
"Susanta","Hebden","1986"
"Jouni","Kambil","1986"
"Jagoda","Valette","1986"
"Eberhardt","Haumacher","1986"
"Marko","Camarinopoulos","1986"
"Suvo","Minakawa","1986"
"Yongdong","Rijckaert","1986"
"Nobuyoshi","Janocha","1986"
"Morris","Bahr","1986"
"Georgi","Claffy","1986"
"Amabile","Piveteau","1986"
"Toshimitsu","Azulay","1986"
"Aemilian","Kawashimo","1986"
"Atreye","Tasistro","1986"
"Sugwoo","Zwicker","1986"
"Chanjung","Beidas","1986"
"Yishay","Reeken","1986"
"Supot","Brickell","1986"
"Nigel","Mungall","1986"
"Tristan","Broder","1986"
"Faiza","Rosca","1986"
"Charmane","Klassen","1986"
"Tsvetan","Stranks","1986"
"Parke","Spell","1986"
"Stabislas","Picco","1986"
"Martine","Luce","1986"
"Falguni","Siochi","1986"
"Kokou","Boudaillier","1986"
"Yinlin","Auria","1986"
"Mariangiola","Miculan","1986"
"Juyoung","Zykh","1986"
"Adib","Bratten","1986"
"Shahid","Setia","1986"
"Zhaofang","Billawala","1986"
"Sanjay","Alpin","1986"
"Berry","Gonthier","1986"
"Emdad","Zumaque","1986"
"Krister","Merli","1986"
"Samphel","Chappelet","1986"
"Wilmer","Syrotiuk","1986"
"Randi","Levergood","1986"
"Szabolcs","Marzano","1986"
"Sushant","Ghemri","1986"
"Gonzalo","Kavanagh","1986"
"Minghong","Bashian","1986"
"Jayson","Passino","1986"
"Roddy","Chenney","1986"
"Inderjeet","Piancastelli","1986"
"Hitomi","Roccetti","1986"
"Samphel","Rodite","1986"
"Alejandra","Schauser","1986"
"Goo","Edelhoff","1986"
"Pradeep","Cromarty","1986"
"Goncalo","Cooke","1986"
"Oksana","Khamsi","1986"
"Seshu","Nitto","1986"
"Mitsuyuki","Luff","1986"
"Mana","Hiraishi","1986"
"Supot","Lorin","1986"
"Cedric","Eugenio","1986"
"Aron","Puoti","1986"
"Elzbieta","Zlotek","1986"
"Hatem","Goodrum","1986"
"Stella","Chleq","1986"
"Neelam","Iwayama","1986"
"Guiseppe","Bennet","1986"
"Peer","Farrag","1986"
"Manibrata","Skrikant","1986"
"Kauko","Benantar","1986"
"Adly","Conta","1986"
"Bedrich","Vanwelkenhuysen","1986"
"Anwar","Schicker","1986"
"Adit","Felcyn","1986"
"Niranjan","Buescher","1986"
"Teiji","Benantar","1986"
"Rosli","Biran","1986"
"Kristina","Perl","1986"
"Dines","Biron","1986"
"Yechezkel","Beetstra","1986"
"Xianlong","Lorcy","1986"
"Satoru","Grabner","1986"
"Hirochika","Zockler","1986"
"Ult","Ferriere","1986"
"Aksel","Baar","1986"
"Hidde","Bergere","1986"
"Gopalakrishnan","Verspoor","1986"
"Shao","Puoti","1986"
"Make","Rosti","1986"
"Kersti","Caine","1986"
"Elgin","Cincotta","1986"
"Selwyn","Garrabrants","1986"
"Bartek","Maginnis","1986"
"Rimon","Simkin","1986"
"Surveyors","Litecky","1986"
"Lucian","Asser","1986"
"Xiaocheng","Boyle","1986"
"Dhritiman","Varley","1986"
"Baruch","Slobodova","1986"
"Shaw","Ghemri","1986"
"Jinxi","Litzler","1986"
"Satyanarayana","Fandrianto","1986"
"Boriana","Ramalingam","1986"
"Kien","Viele","1986"
"Rosalie","Falck","1986"
"Godehard","Gammage","1986"
"Christoper","Makinen","1986"
"Chuanti","Stamatiou","1986"
"Nathan","Krohn","1986"
"Roselyn","Zirintsis","1986"
"Horward","Rijckaert","1986"
"Sadok","Peha","1986"
"Geoffry","Molenaar","1986"
"Fumino","Armand","1986"
"Ebru","Orlowska","1986"
"Niclas","Borovoy","1986"
"Ronghao","Jullig","1986"
"Gunilla","Schmiedel","1986"
"Udi","Wossner","1986"
"Dinah","Businaro","1986"
"Shuky","Hofman","1986"
"Chandrasekaran","Makrucki","1986"
"Sumant","Siksek","1986"
"Vishu","Fandrianto","1986"
"Hatem","Viele","1986"
"Gurbir","Cooley","1986"
"Suvo","Senzako","1986"
"Cathie","Speel","1986"
"Duro","Velasco","1986"
"Freyja","DeMori","1986"
"Filipp","Krzyzanowski","1986"
"Shunichi","Versino","1986"
"Fox","Perz","1986"
"Marko","Pellegrinelli","1986"
"Bangqing","Braunschweig","1986"
"Gro","Lindqvist","1986"
"Conrado","Lunt","1986"
"Yongqiao","Mitina","1986"
"Shahar","Granlund","1986"
"Adas","Sidje","1986"
"Chriss","Zaccaria","1986"
"Annemarie","Mateescu","1986"
"Along","Socorro","1986"
"Ishfaq","Vecchio","1986"
"Menkae","Sooriamurthi","1986"
"Subhash","Christ","1986"
"Steen","Rehfuss","1986"
"Ramalingam","Escriba","1986"
"Indrajit","Polajnar","1986"
"Poorav","Nitsch","1986"
"Shuji","Bellone","1986"
"Moriyoshi","Molenaar","1986"
"Denis","Delgrossi","1986"
"Anneke","Menhoudj","1986"
"Snehasis","Matzen","1986"
"Mohammad","Cyre","1986"
"Mototsugu","Rissanen","1986"
"Mansur","Mitina","1986"
"Ranga","Swick","1986"
"Takahiro","Gruenwald","1986"
"Adam","Ramsak","1986"
"Atreye","Tyugu","1986"
"Demin","Vernadat","1986"
"Premal","Skogmar","1986"
"Barun","Masaki","1986"
"Gad","Vesna","1986"
"Feipei","Christianini","1986"
"Xiaoqiang","Katzenelson","1986"
"DeForest","Vieth","1986"
"Leah","Lichtman","1986"
"Amstein","Teitelbaum","1986"
"Fumiya","Schoegge","1986"
"Ronnie","Dehkordi","1986"
"Chuanyi","Rodier","1986"
"Woody","Hebert","1986"
"KayLiang","Kroll","1986"
"Tetsurou","Docker","1986"
"Moni","Kaiser","1986"
"Masako","Matzen","1986"
"Temple","Kornatzky","1986"
"Gill","Passafiume","1986"
"Alassane","Levasseur","1986"
"Harjit","Erdi","1986"
"Nishit","Gimbel","1986"
"Jaewoo","Zhang","1986"
"Gladys","Luiz","1986"
"Leah","Merro","1986"
"Alois","Lubachevsky","1986"
"Vasilii","Grabner","1986"
"Hironoby","Adachi","1986"
"Paraskevi","Giarratana","1986"
"Shay","Vecchio","1986"
"Demos","Egerstedt","1986"
"Xiaoheng","Marshall","1986"
"Duangkaew","Lupu","1986"
"Ult","Pesch","1986"
"Chinya","Imataki","1986"
"Christfried","Herber","1986"
"Genta","Danley","1986"
"Huan","Sankaranarayanan","1986"
"Marsal","Chleq","1986"
"Dante","Kirkerud","1986"
"Genki","Berztiss","1986"
"Kaijung","Angiulli","1986"
"Tianruo","Heering","1986"
"Vincent","Colorni","1986"
"Tooru","Vilarrasa","1986"
"Khedija","Bamford","1986"
"Jongsuk","Frijda","1986"
"Abdelaziz","Ressouche","1986"
"Van","Prochazka","1986"
"Mayuri","Krider","1986"
"Rosita","Chorvat","1986"
"Odysseas","Seghrouchni","1986"
"Pintsang","Conte","1986"
"Yongqiao","Beutelspacher","1986"
"Inderjeet","Hoogerwoord","1986"
"Xuejia","Nourani","1986"
"Koichi","Rullman","1986"
"Miyeon","Bamford","1986"
"Gaetan","Wossner","1986"
"Zhonghua","Lukaszewicz","1986"
"TRUE","Tokunaga","1986"
"Uno","Bahl","1986"
"Ravishankar","Mersereau","1986"
"Xinan","Wrigley","1986"
"Alain","Skafidas","1986"
"Christoper","Luby","1986"
"Aksel","Magalhaes","1986"
"Dines","Veeraraghavan","1986"
"Chaitali","Kading","1986"
"Subhankar","Cmelik","1986"
"Nathan","Pietracaprina","1986"
"Baocai","Jiang","1986"
"Babette","Leijenhorst","1986"
"Danai","Shackell","1986"
"Maris","Klassen","1986"
"Adamantios","Tempesti","1986"
"Syozo","Kavvadias","1986"
"Naftali","Koshino","1986"
"Theirry","Danley","1986"
"Hiroyasu","Knightly","1986"
"Seongbin","Zaccaria","1986"
"Dietrich","Uhrik","1986"
"Sachar","Covnot","1986"
"Shooichi","Bennis","1986"
"Khue","Gadepally","1986"
"Mototsugu","Uhrig","1986"
"Garnet","Matzat","1986"
"Rosine","Herath","1986"
"Xianlong","Karlin","1986"
"Masaki","Savasere","1986"
"Kwok","Vrecion","1986"
"Mong","Kobuchi","1986"
"Irene","Uhrig","1986"
"Heng","Rosch","1986"
"Shaunak","Czap","1986"
"Satosi","Vieri","1986"
"Tze","Harbusch","1986"
"Sugwoo","Ferretti","1986"
"Mikhail","Rosar","1986"
"Frazer","Kolinko","1986"
"Udaiprakash","Roison","1986"
"Jackson","Vakili","1986"
"Xiaoqiang","Lupu","1986"
"Yuchang","Poehlman","1986"
"Manohar","Szemeredi","1986"
"Ingmar","Schiper","1986"
"Jixiang","Ishibashi","1986"
"Chenye","Radwan","1986"
"Arunas","Fandrianto","1986"
"Yishay","Nations","1986"
"Hugh","Dulli","1986"
"Macha","Aloia","1986"
"Souichi","Comyn","1986"
"Jinya","Einsfeld","1986"
"Xiong","Liedekerke","1986"
"Berto","Peyn","1986"
"Tadahiro","Ozery","1986"
"Uzi","Eldridge","1986"
"Lakshmi","Rahier","1986"
"Serenella","Bernick","1986"
"Kwangho","Peron","1986"
"Dayanand","Feldmann","1986"
"Ramya","Hockney","1986"
"Radoslaw","Pardalos","1986"
"Van","Crouzet","1986"
"Takanari","Marrevee","1986"
"Zhongwei","Schnelling","1986"
"Sanjoy","Babu","1986"
"Katsuo","Restivo","1986"
"Brendon","Kruskal","1986"
"Sachar","Molberg","1986"
"Kwok","Moffat","1986"
"Jordanka","Baaleh","1986"
"Breannda","Schaad","1986"
"Conor","Hofman","1986"
"Emran","Chaudhuri","1986"
"Serenella","Kuhnemann","1986"
"Peternela","Klerer","1986"
"Djenana","Zweizig","1986"
"Subir","Bennet","1986"
"Mana","Aingworth","1986"
"Kellyn","Maliniak","1986"
"Xianlong","Bennet","1986"
"Zhaofang","Cappelli","1986"
"Huiqun","Kuhnemann","1986"
"Nathalie","Conti","1986"
"Torsten","Fiutem","1986"
"Stepehn","Michaels","1986"
"Ortrun","Verhaegen","1986"
"Souichi","Zuberek","1986"
"Sumant","Reinhard","1986"
"Pranas","Luck","1986"
"Teruyuki","Crabtree","1986"
"Wonhee","Orlowski","1986"
"Abdulla","Vigier","1986"
"Fumiyo","Portugali","1986"
"Sedat","Dulli","1986"
"Gita","Fioravanti","1986"
"Duri","Denos","1986"
"Irene","Azulay","1986"
"Danco","Xiaoshan","1986"
"Falguni","Massonet","1986"
"Aiman","Krybus","1986"
"Karlis","Perelgut","1986"
"Candida","Klassen","1986"
"Cordelia","Perry","1986"
"Mats","Milicia","1986"
"Khatoun","Borovoy","1986"
"Fun","Alvarado","1986"
"Shaunak","Noriega","1986"
"Przemyslawa","Gadepally","1986"
"Marek","Bednarek","1986"
"Shuho","Kroon","1986"
"Pintsang","Peng","1986"
"Tomoyuki","Montemayor","1986"
"Ingemar","Scallan","1986"
"Randi","Chenoweth","1986"
"Sedat","Andreotta","1986"
"Richard","Smailagic","1986"
"Teunis","Aseltine","1986"
"Youjian","Yurek","1986"
"Collette","Shobatake","1986"
"Charlene","Lipner","1986"
"Serge","Broomell","1986"
"Wayne","Prampolini","1986"
"Manton","Ullian","1986"
"Adas","Jakobus","1986"
"Zdislav","Frezza","1986"
"Hauke","Hopewell","1986"
"Beshir","Litzkow","1986"
"Berthier","Kranzdorf","1986"
"Sachem","Sambasivam","1986"
"Mori","Stifter","1986"
"Subir","Chiodo","1986"
"Debaprosad","Demeyer","1986"
"Prasadram","Leaver","1986"
"Odinaldo","Siepmann","1986"
"Weidon","Tetzlaff","1986"
"Weiwu","McFarlan","1986"
"Tsz","Douceur","1986"
"Henk","Sullins","1986"
"Kersti","Preusig","1986"
"Aloke","Reinhard","1986"
"Doohun","Cannane","1986"
"Georgy","Thombley","1986"
"Kotesh","Anguita","1986"
"Irene","Improta","1986"
"Tamiya","Laventhal","1986"
"Erez","Mitchem","1986"
"Stein","Horswill","1986"
"Stevo","Maraist","1986"
"Gina","Pepe","1986"
"Nikolaus","Hoppenstand","1986"
"Patricia","Hopewell","1986"
"Bezalel","Papsdorf","1986"
"Karoline","Heystek","1986"
"Izaskun","Morton","1986"
"Leif","Thummel","1986"
"Jiafu","Karnin","1986"
"Leni","Varker","1986"
"Debatosh","Soloway","1986"
"Dinkar","Lunn","1986"
"Patricia","Himler","1986"
"Pranav","Brookner","1986"
"Kwangjo","Parhami","1986"
"Bader","Merro","1986"
"Fei","Cangellaris","1986"
"Giao","Stanfel","1986"
"Clyde","Siochi","1986"
"Sachem","Vingron","1986"
"Maja","Constantine","1986"
"Heeju","Veldwijk","1986"
"Torsten","Sankaranarayanan","1986"
"Rance","Bellone","1986"
"Adam","Highland","1986"
"Parviz","Leaver","1986"
"Toong","Harnett","1986"
"Kannan","Akazan","1986"
"Chuanyi","Schwartzbauer","1986"
"Kwun","Danner","1986"
"Radoslaw","Gadepally","1986"
"Berthier","Haraldson","1986"
"Yongmao","Kenevan","1986"
"Divine","Kermarrec","1986"
"Mohd","Swick","1986"
"Oscar","Smeets","1986"
"Moon","Ishibashi","1986"
"Sumali","Juneja","1986"
"Giap","Lindenbaum","1986"
"Parke","Hagimont","1986"
"Krassimir","Stranks","1986"
"Mamdouh","Wynblatt","1986"
"Tadanori","Greibach","1986"
"Luise","Gerlach","1986"
"Krassimir","Wynblatt","1986"
"Sasan","Otillio","1986"
"Xumin","Zykh","1986"
"Mong","Uhrig","1986"
"Parviz","Michaeli","1986"
"Fumiko","Unno","1986"
"Leen","Conti","1986"
"Katsuyuki","Hemaspaandra","1986"
"Tran","Wolniewicz","1986"
"Leszek","Kriebel","1986"
"Anestis","Schusler","1986"
"Kazuyasu","Demizu","1986"
"Marit","Vanwelkenhuysen","1986"
"Suvo","Raney","1986"
"Katsuyuki","Reinhart","1986"
"Giap","Szilard","1986"
"Nikolaus","Leijenhorst","1986"
"Divier","Chappelet","1986"
"Ipke","Coney","1986"
"Kokou","Asrin","1986"
"Leandro","Narahara","1986"
"Premal","Kilgore","1986"
"Szabolcs","Keohane","1986"
"Dietrich","Shiratori","1986"
"Mandell","Beetstra","1986"
"Yakkov","Biros","1986"
"Chaoyi","Loncour","1986"
"Parviz","Poujol","1986"
"Zhonghui","Bodoff","1986"
"Phuoc","Kavraki","1986"
"Xuejia","Sichman","1986"
"Sadegh","Thiran","1986"
"Jovan","Pews","1986"
"Froduald","Stanger","1986"
"Randy","Falster","1986"
"Dekang","Soloway","1986"
"Tesuya","Atchley","1986"
"Yurij","Pietrzykowski","1986"
"Mark","Birjandi","1986"
"Hidekazu","DiGiano","1986"
"Lene","Neiman","1986"
"Aruna","Mukaidono","1986"
"Demos","Escriba","1986"
"Xudong","Chinal","1986"
"Lunjin","Seghrouchni","1986"
"Khoa","Tomescu","1986"
"Florina","Haraldson","1986"
"Heping","Kawashimo","1986"
"Adib","Kadhim","1986"
"Shrikanth","Pettey","1986"
"Dmitri","Grandbois","1986"
"Henk","Mikschl","1986"
"Ziyad","Suri","1986"
"Ramalingam","Merkl","1986"
"Nishit","Shokrollahi","1986"
"Georgi","Turnbull","1986"
"Jasminko","Goldhammer","1986"
"Denny","Limongiello","1986"
"Shalesh","Polupanov","1986"
"Giordano","Luca","1986"
"Seongbae","Remmers","1986"
"Persi","Tasistro","1986"
"Malu","Morrow","1986"
"Yongdong","Lambe","1986"
"Lucian","Nyrup","1986"
"Olivera","Peac","1986"
"Jeanna","Edelhoff","1986"
"Xuedong","Heuter","1986"
"Yongmao","Baaleh","1986"
"Frederique","Gyorkos","1986"
"Lorien","Rehfuss","1986"
"Munehiro","Rosch","1986"
"Hauke","Lunt","1986"
"Lene","Papastamatiou","1986"
"Menkae","Mattern","1986"
"Inderjeet","Kohling","1986"
"Mansur","Improta","1986"
"Branimir","Kilgour","1986"
"Saeko","Awdeh","1986"
"Ulises","Reeken","1986"
"Tsuneo","Marchesini","1986"
"Yifei","Plessier","1986"
"Junichi","Motley","1986"
"Paraskevi","Herath","1986"
"Ibibia","Wilfing","1986"
"Mariusz","Bolotov","1986"
"Sanjit","Ozeki","1986"
"Anneli","Solovay","1986"
"Akhilish","Zhiwei","1986"
"Xianlong","Verhaegen","1986"
"Mona","Haumacher","1986"
"Kazuhisa","Masaki","1986"
"Aamod","Attimonelli","1986"
"Valter","Brattka","1986"
"Gunilla","Delaune","1986"
"Miquel","Kropatsch","1986"
"Kristine","Marshall","1986"
"Kerhong","Welham","1986"
"Remmert","Rosay","1986"
"Wojceich","Schueller","1986"
"Ayonca","Kilgore","1986"
"Stamatina","Poupard","1986"
"Jaroslava","Reinhard","1986"
"Kensyu","Basagni","1986"
"Takahira","Ozeri","1986"
"Sanjeeva","Covnot","1986"
"Masato","Feinberg","1986"
"Shahar","Impagliazzo","1986"
"Niclas","Ernst","1986"
"Xiaopeng","Schade","1986"
"Nahla","Bazzichi","1986"
"Kensyu","Gips","1986"
"Theirry","Junet","1986"
"Fabrizio","Homond","1986"
"Chuanti","Jakobus","1986"
"Candido","Theuretzbacher","1986"
"Rayond","Schach","1986"
"Maren","dAstous","1986"
"Mamdouh","Ernst","1986"
"Bedir","Heiserman","1986"
"Tetsushi","Aseltine","1986"
"Xinglin","Guerreiro","1986"
"Jordanka","Skogmar","1986"
"Emdad","Hertweck","1986"
"Seongbae","Rissland","1986"
"Mohamadou","Markovitch","1986"
"Gretta","Karlin","1986"
"Domenico","Debuse","1986"
"Ulf","Wiegley","1986"
"Mori","Oxenboll","1986"
"Yurii","Orlowska","1986"
"Sachar","Liedekerke","1986"
"Shugo","Granlund","1986"
"Moriyoshi","Xiaoshan","1986"
"Tremaine","Pena","1986"
"Carrsten","Muntz","1986"
"Sariel","Begiun","1986"
"Werner","Cappello","1986"
"Ohad","Neimat","1986"
"Jingling","Pesch","1986"
"Aral","Strooper","1986"
"Kristin","Eiron","1986"
"Perla","Driscoll","1986"
"Nishit","Katalagarianos","1986"
"Alejandra","Bolotov","1986"
"Xiahua","Lampe","1986"
"Xuedong","Beetstra","1986"
"Conrado","Attimonelli","1986"
"Keung","Kulisch","1986"
"Ioana","Wrigley","1986"
"Boalin","Brattka","1986"
"Ziya","Rijckaert","1986"
"Macha","Wielonsky","1986"
"Kwee","Nittel","1986"
"Jordanka","Giveon","1986"
"Bernd","Jayawardene","1986"
"Kiyotoshi","Olivero","1986"
"Owen","Munch","1986"
"Abdelghani","Nannarelli","1986"
"Isamu","Erbe","1986"
"Elgin","Vieri","1986"
"Paris","Jansen","1986"
"Feiyu","Schaap","1986"
"Sachin","Vieth","1986"
"Jaideep","Theuretzbacher","1986"
"Elrique","Mandelberg","1986"
"Elgin","Kermarrec","1986"
"Alselm","Penz","1986"
"Panayotis","Angelopoulos","1986"
"Kirk","Vingron","1986"
"Froduald","Kaelbling","1986"
"Marek","Zyda","1986"
"Lenore","Comyn","1986"
"Sibyl","Beerel","1986"
"Yongqiao","Jayawardene","1986"
"Ibibia","Rabejac","1986"
"Dayanand","Bazzichi","1986"
"Navid","Plotkin","1986"
"Kersti","Baig","1986"
"Shuky","Emmart","1986"
"Alper","Erni","1986"
"Fei","Benantar","1986"
"Heon","Seuren","1986"
"Toong","Vrecion","1986"
"Gila","Kroon","1986"
"Cullen","Rindone","1986"
"Chriss","Giveon","1986"
"Mantis","Aumann","1986"
"Monique","Ranst","1986"
"Alejandra","Varker","1986"
"Bikash","McFarlan","1986"
"Ebbe","Schiper","1986"
"Adil","Kleiser","1986"
"Hitofumi","Cichocki","1986"
"Anoosh","Panwar","1986"
"Mohammad","Bennis","1986"
"Khaled","Rabejac","1986"
"Aleksander","Narwekar","1986"
"Stella","Kopetz","1986"
"Beshir","Jenevein","1986"
"Naraig","Benzaken","1986"
"Chiradeep","Penn","1986"
"Masamitsu","Murrill","1986"
"Zhenbing","Terlouw","1986"
"Ayakannu","Kroha","1986"
"Leucio","Ranka","1986"
"Boaz","Mikschl","1986"
"Satyanarayana","Oppitz","1986"
"Chuanti","Kaiserswerth","1986"
"Kiyomitsu","Perez","1986"
"Siamak","Nannarelli","1986"
"Byong","Merkl","1986"
"Lucien","Etalle","1986"
"Uri","Rettelbach","1986"
"Vatsa","Griswold","1986"
"Kwee","Acton","1986"
"Larisa","Azumi","1986"
"Ortrun","Veldwijk","1986"
"Jagoda","Alvarado","1986"
"Xiahua","Holburn","1986"
"Kellyn","Broomell","1986"
"Parto","Oehlmann","1986"
"Mountaz","Denis","1986"
"Ghassan","Capobianchi","1986"
"Howell","Matzov","1986"
"Yunming","Hempstead","1986"
"Morris","Birch","1986"
"Mabhin","Czap","1986"
"Frazer","Beilner","1986"
"Sajjad","Gist","1986"
"Carrsten","Stassinopoulos","1986"
"Xuejun","Dratva","1986"
"Parviz","Jeong","1986"
"Erzsebet","Rusterholz","1986"
"Sanjiv","Speckmann","1986"
"Kamakshi","Woycyznski","1986"
"Kasidit","Swen","1986"
"Shaowen","Vakili","1986"
"Serge","Buchter","1986"
"Constantino","Blokdijk","1986"
"Hailing","Zumaque","1986"
"Gina","Mahmud","1986"
"Rayond","Simmel","1986"
"Kayoko","Hooghiemstra","1986"
"Sajjan","Chorvat","1986"
"Giri","Slaats","1986"
"Alagu","Schaad","1986"
"Sanjay","Kalefeld","1986"
"Danny","Lagarias","1986"
"Randi","Percebois","1986"
"Martial","Stenning","1986"
"Shaunak","Wegerle","1986"
"Maris","McFarlin","1986"
"Anoosh","Pettit","1986"
"Nikolaos","Peek","1986"
"Guenter","Taneja","1986"
"Sumant","Genther","1986"
"Anestis","Taubenfeld","1986"
"Kien","Cummings","1986"
"Ingemar","Pepe","1986"
"Shir","Bashian","1986"
"Shigehito","Benveniste","1986"
"Genki","Delaune","1986"
"Zorica","Lamma","1986"
"Arnd","Murtha","1986"
"Danel","Besancenot","1986"
"Sanjay","Beerel","1986"
"Sachio","Klerer","1986"
"Emdad","Polajnar","1986"
"Felicidad","Malinowski","1986"
"Tetsushi","Anily","1986"
"Wonhee","Soloway","1986"
"Zdislav","Barinka","1986"
"Felicidad","Tibblin","1986"
"Berhard","Narlikar","1986"
"Lokesh","Brlek","1986"
"Xinyu","Morton","1986"
"Chiradeep","McClure","1986"
"Moty","Champarnaud","1986"
"Adil","Walstra","1986"
"Manton","Feldhoffer","1986"
"Berhard","Milicic","1986"
"Baocai","Pena","1986"
"Chiranjit","Ecklund","1986"
"Zhonghui","Cronin","1986"
"Khosrow","Baaz","1986"
"Chiradeep","Compeau","1986"
"Moti","Hitomi","1986"
"Ulf","Perez","1986"
"Houman","Khalil","1986"
"JiYoung","McFarlin","1986"
"Valdiodio","Goldhammer","1986"
"Lene","Ravishankar","1986"
"Jamaludin","Porenta","1986"
"Karlis","Furedi","1986"
"Tadahiko","Maccarone","1986"
"Margareta","Kruskal","1986"
"Wojceich","Sabnani","1986"
"Haldun","Shinomoto","1986"
"Yongdong","Panwar","1986"
"Perla","Kakkar","1986"
"Spyrose","Kinley","1986"
"Shigeu","Badache","1986"
"Eberhardt","Rabehasaina","1986"
"Marek","Anick","1986"
"Maha","Orsini","1986"
"Leen","Taubenfeld","1986"
"Gunilla","Clouatre","1986"
"Niteen","dAstous","1986"
"Ferdinand","Simmel","1986"
"Pohua","Dechter","1986"
"Elrique","Naumovich","1986"
"Mark","Kalloufi","1986"
"Pranav","Erez","1986"
"Demin","Apsitis","1986"
"Chandrasekaran","Jarecki","1986"
"Bartek","Weisert","1986"
"Van","Acton","1986"
"Jeane","Kaelbling","1986"
"Masamitsu","Reeken","1986"
"Randy","Goodrum","1986"
"Shaibal","Stellhorn","1986"
"Berhard","Parascandalo","1986"
"Mahendra","Schapiro","1986"
"Richard","Ratzlaff","1986"
"Yaghout","Ranum","1986"
"Conal","Bouloucos","1986"
"Sachio","Bottner","1986"
"Karlis","Simmel","1986"
"Aamer","Schaaf","1986"
"Evgueni","Puoti","1986"
"Xinglin","Chinen","1986"
"Yuuichi","Heiserman","1986"
"Nadjib","Ratzlaff","1986"
"Herb","Nannarelli","1986"
"Aral","Sadowski","1986"
"Yoshimitsu","Vidal","1986"
"Sachem","Baumann","1986"
"Aksel","Molberg","1986"
"Gianluca","Shackel","1986"
"Ortrun","Copas","1986"
"Vitaly","Hertweck","1986"
"Gunilla","Brandsma","1986"
"Mototsugu","Llado","1986"
"Vasiliy","Schrooten","1986"
"Irena","Rissanen","1986"
"Bojan","Gulik","1986"
"Aron","Back","1986"
"Marko","Heyers","1986"
"Shunichi","Peres","1986"
"Sudharsan","Kroll","1986"
"Toshimo","Gluchowski","1986"
"Mototsugu","Kobara","1986"
"Munehiko","Neimat","1986"
"Alejandra","Mondadori","1986"
"Jackson","Chinin","1986"
"Arfst","Beetstra","1986"
"Boutros","Cronin","1986"
"Frederique","Antonakopoulos","1986"
"Sadegh","Papsdorf","1986"
"Ipke","Vieri","1986"
"Christ","Vickson","1986"
"Almudena","Matteis","1986"
"Rosalie","Gluchowski","1986"
"Pranjal","Melichar","1986"
"Tse","Gist","1986"
"Rajmohan","Yetim","1986"
"Ranan","Danecki","1986"
"Pascal","Beilner","1986"
"Barun","Swist","1986"
"Kazuhira","Denna","1986"
"Jaana","Andreotta","1986"
"Conrado","Rosaz","1986"
"LiMin","Varley","1986"
"Qunsheng","Lenart","1986"
"Kankanahalli","Dymetman","1986"
"Udaiprakash","Heydon","1986"
"Ramya","Papsdorf","1986"
"Radhia","Crouzet","1986"
"Toshimi","Vernadat","1986"
"Gal","Matzke","1986"
"Heping","Baak","1986"
"Goo","Azadmanesh","1986"
"Susanna","Hebden","1986"
"Breannda","Ossenbruggen","1986"
"Anneli","Leijenhorst","1986"
"Junsik","Gustavson","1986"
"Mohammad","Itzigehl","1986"
"Shaz","Merel","1986"
"Mary","Zeilberger","1986"
"Jaideep","Magliocco","1986"
"Nikolaos","Codenie","1986"
"Berto","Servieres","1986"
"Aimee","Anandan","1986"
"Brendon","Krogh","1986"
"Danny","Zielinski","1986"
"Arch","Dulay","1986"
"Byong","Roccetti","1986"
"Chenxi","Zaiane","1986"
"Gianluca","Parfitt","1986"
"Huei","Lichtner","1986"
"Bodo","Nishimukai","1986"
"Jayesh","Sooriamurthi","1986"
"Kolar","Braunschweig","1986"
"Eben","Kaiserswerth","1986"
"Luerbio","Gammage","1986"
